class,text
Neutral,Goodbye @Evernote Welcome #NotesintheCloud thx @Apple
Neutral,Will @Apple's Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther
Neutral,But @att is working with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I'm so glad Apple is not slinging that crap.
Neutral,started out as a trip to the @apple store. turned into a spontaneous fun evening w @MolleyMoody. we danced while trying on outfits. #girls
Neutral,RememberiN wen @apple and @blackberry were just fruit#nostalgia
Neutral,@dyanna299 you mean like Muhaimin @apple.com?
Neutral,The new @apple #find my friends app is great.... except the part where you have to log in everytime. Get back to me when this is changed...
Neutral,One thing I want from #ios is searching in the add bar similar to what Firefox or droid phones do. But thnx for a talking Google @apple ...
Neutral,Gee I can't imagine that the maps app graphic from this Samsung website will help their court cases vs. @Apple: http://t.co/PmanMoAh
Neutral,Would you look at that.. @SouthwestAir does @Apple style welcomes as well. http://t.co/t0TrFnk8 #customerappreciation #custserv
Neutral,RT @fredbenenson: Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T
Neutral,got the new @apple update
Neutral,A brick n mortar @Google store? Coming soon to London US next? Copying @Apple business model? http://t.co/l4VTHsv5
Neutral,Hey @twitter and @apple this is pretty dumb. http://t.co/kubkPO0T
Neutral,If the iPhone 4 case fits the 4S why is @nlevenbrown @apple buying a new one?
Neutral,@apple store to get my phone fixed... ppl lined up for 4s http://t.co/aUHQLiVy
Neutral,@Apple why no Macbook mirroring onto AppleTV via #Airplay?
Neutral,@ATT just so I have this right.I pre-ordered an iphone last wk and it will be here in a month. I could buy in an @apple store today.really?
Neutral,@apple please bring back the old Siri app for us old school iPhone 3 users!
Neutral,Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it they weren't kidding.
Neutral,Yeah there's no @apple twitter account.
Neutral,POLL: http://t.co/Wu6EsvT5 Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
Neutral,POLL: http://t.co/tZBleGaQ Q:Should @Microsoft consider making its own hardware for #Windows like @Apple does? #Microsoft #Windows #Appl ...
Neutral,@ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?
Neutral,Lol bet that Android couldnt do that  RT @ceejay3k: I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
Neutral,I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple.
Neutral,@APPLE freaks is Siri available for Iphone 4 yet?
Neutral,#Iphone5 can you please make The battery last longer thanks @Apple
Neutral,Hey @apple next update can we get an emoji that's pointing the middle finger please?? Thanx!!
Neutral,U know the @apple company are giving out 500 iPads because Steve jobs past away
Neutral,Found out the hard way today that @webex does not work with @apple ios5 yet when you are following a link for a meeting..
Neutral,RT @shanmoorthy: Next year is going to be really interesting in tech as @Google @Amazon @Facebook and @Apple vie for new growth areas  ...
Neutral,Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve
Neutral,iPhone 4 S now RESERVATION only if you want to buy it in an @apple store tomorrow you have to reserve online after 9pm tonight
Neutral,@apple must be launching a #searchengine - imminent surely. #AppleSearch #AppleCore #bigapple haha! Please be the latter
Neutral,@FastCompany - The Great Tech War Of 2012: @Apple @Facebook @Google and @Amazon duking it out - http://t.co/HXsAlzPv via @ADerricks
Neutral,Apple sold 4 million iPhone 4S units on first weekend - Appletell: http://t.co/vs5r1oox #iPhone4S @Apple #fb
Neutral,@SteveJobs : @Twitter overwhelmed by reaction to @Apple founder's death - Telegraph http://t.co/tqF6pjf5
Neutral,@Apple please put the Tab button back in Pages for iPad. That hold my finger down wait for the insert tab then touch that for the tab. SMH
Neutral,Apple shares hit new all-time intraday high: http://t.co/uY35rrRU #win @Apple
Neutral,RT @FaithMcNally: @RhiannaRaee hanging @apple in tacoma listening to the beatles!
Neutral,@RhiannaRaee hanging @apple in tacoma listening to the beatles!
Neutral,In front of the @apple store. So many blue shirts I feel like I'm at a smurf reunion. #iPhone4S
Neutral,A must read article on @fastcompany about @Apple @Facebook @Google and @Amazon technology war in 2012  http://t.co/nxc7Wo4S
Neutral,@cnbcfastmomey what price should I sell @apple for
Neutral,Hey @Apple when did you hire @TheRock to tighten the screws on the bottom cases of your MacBook Pros?  #Ouch #NiceHire
Neutral,#SteveJobs memorial at the Leawood @Apple store. http://t.co/UVgb05G6
Neutral,Hey @apple why is Siri not available for the Mac?
Neutral,waiting for Jacob @fairview @apple storeee
Neutral,RT @DJTREBEL1: #fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
Neutral,#fail i guess @apple didnt notify these clowns that the iPhone5 isnst out yet.... http://t.co/2yCDNt1B
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps
Neutral,iPhone 4S First Weekend Sales Top Four Million: http://t.co/Dm4acTYv via @Apple themselves. Big sales for the new phone.
Neutral,Iphone: Watch Siri &quot;Work&quot; On the Old iPhone 4 - @Gizmodo http://t.co/dGPWL0r0 @apple allow commands from iPhone 4. Stop playin!
Neutral,@WIREDInsider beautiful yes. though it simply reminds me of @apple's spinning wheel of death. clock reinvented: http://t.co/tJcJAqfl
Neutral,Dear @apple: Integrated tweeting in ios5 RAWKS. Plz consider adding @ and # lookup like @twitter app. Thx! http://t.co/5uHsTEPz
Neutral,Easiest way to use Evernote with iPhone 4S Siri. Just tell Siri to Email Evernote and say your note. @evernote @apple #evernote #siri
Neutral,@Apple sells record 4M #iPhone4S phones in first 3 days!
Neutral,@brady I am surprised @apple did not think of/anticipate that......
Neutral,#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple
Neutral,It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive
Neutral,RT @carlmilner: RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt ...
Neutral,The iPhone update has segregated my contacts between iPhone users and non-iPhone users. They just had to call out those non-users @apple
Neutral,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
Neutral,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
Neutral,@JarjarTee @apple That's really good. Makes you happy to pay the infamous @apple tax :)
Neutral,Hall Pass had me rolling...... @Apple bee's lookin for nookie really
Neutral,@hanrahan52 @apple Don't say things you can't take back Joel.
Neutral,@coatgal @apple considering his circumstances - suffering faults on/off for long periods -They replaced his phone with a new as a  goodwill
Neutral,@coatgal @apple Paul had a chat with an advisor explained the problem : cost 120 repair !!BUT wait for it  drumroll . . . .
Neutral,#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecaseshttp://t.co/2hyurIiq#stevejobstributecases@ikaveri @iamsrk @apple
Neutral,@coatgal had a really interestng experience up in the @Apple store though Paul was with me up there faulty #iphone4 - but out of warranty
Neutral,@apple @appstore @mac @iOs @Ipad @siri Will siri be available for iPad 2?
Neutral,Can this ho Siri update your tweets? cc: @apple @iPhone_News
Neutral,@Apple's Success is Also #Google's Gain as #Mobile #Advertising Balloons http://t.co/0400ynQY
Neutral,@_alastair w/ respect the old alternatives were talking to a computer in india or the geek squad. @apple does a pretty great job.
Neutral,@jackiestone1 yes! Tech peeps talk so much about algorithms but tech should always tie back to people. @apple proves this #imediasummit
Neutral,The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany
Neutral,Another shrewd business model move by @Amazon http://t.co/OQJRRYFq Rooting for the dark horse in the @facebook @google @apple war? #tech
Neutral,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
Neutral,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
Neutral,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
Neutral,Do people loved Steve? Check out this photo from @Apple store http://t.co/jIqBGghC
Neutral,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
Neutral,Why @Apple so valuable good analysis of trended profits iOS vs. Microsoft: Comparing the bottom lines  http://t.co/k9qst4R4 via @asymco
Neutral,http://t.co/48emAEID #SteveJobs memorial @Apple #Boylston
Neutral,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
Neutral,RT @robertoafelipe: @apple predicts #Siri in 1987 in video the video is staged for September 2011 http://t.co/tFNRP3MD
Neutral,Head to our FB page for a link to the @Apple Community Support Page detailing how to turn off #newsstand auto renewal.http://t.co/65HPp0tu
Neutral,@apple y u run out of 64gb iPhone!? Now I have to settle for 32gb. Saved 100$ though(:#content
Neutral,@apple is profiting a min of $400 per 4s.  They sold 4 million this weekend. That's another 1.6 Billion to Apples coffers! #worldRecession?
Neutral,Big mo: In one week @Apple #iCloud hits 20M users; 25M use #iOS 5 http://t.co/HTpUTBFK via @cnet
Neutral,@learmonth @Cue improves iMessage + engages @Apple content partners' customers better http://t.co/hhkvlwFB with social activity messaging
Neutral,@Twitter returns a Error 500 when we try to post the link to @Apple Support Community detailing how to turn off auto renewal subscriptions.
Neutral,RT @kvox: Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @fac ...
Neutral,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
Neutral,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
Neutral,@Apple buried the ability to manage #newsstand subscriptions under App Store Settings. This is inconvenient at best.
Neutral,Smart as hell. The Great Tech War Of 2012 (@fmanjoo / @FastCompany) http://t.co/XiJYUoHZ Fab Four: @apple @google @amazon @facebook
Neutral,@apple predicts #Siri in 1987 in video the video is staged for September 2011 http://t.co/tFNRP3MD
Neutral,Smh at @ItsTheSituation for trying to cut in line for a 4S. Cmon mayne if @Apple's cofounder stood in line then you are too.
Neutral,Go big or go home @Apple users - here are some apps that make your #4s iPhone s-s-super http://t.co/t74BQyim via @mashable - MS
Neutral,RT @TechHamlet: Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
Neutral,@pkedrosky @apple I am just waiting for my conf email from iCloud.
Neutral,Thank You Steve : A Song Created for Steve Jobs http://t.co/2vtX8ZJf via @TechHamlet @AzRmusic @Apple #stevejobs #apple
Neutral,Twitter buzz for Best Buy: http://t.co/9SesENTu - RT @acappellamedia OH: Sales guy @BestBuy: &quot;I'm not selling or using any @apple p...
Neutral,Anyone know why we can only read iBooks on the iPhone and iPad? Any ideas how to read them on mac? @apple
Neutral,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
Neutral,New Blog! http://t.co/ENCSF1Ju @VerizonWireless @Motorola @Google @Apple #Android #DroidBionic #iPhone4S #4GLTE
Neutral,Over the weekend @Apple sold more than 4000000 iPhones. Thats about 16 iPhones sold every second.
Neutral,how do you sync gmail contacts with your iphone? help please! @apple @gmail
Neutral,Loving these names. @Google Chases @Apple With Ice Cream Sandwich - http://t.co/u3LchmGD #mobile
Neutral,YESSS @apple fix it also slow internet RT @SprintFeed: iPhone 4S owners are you having trouble with Siri connecting to internet?
Neutral,Going to the @apple store today to get this laptop situation figured out
Neutral,gulp...@Apple sells 4 million iPhone 4S in 3 days - Yahoo! Finance http://t.co/Zv7DXrIA via @YahooFinance
Neutral,Is @Apple's voice #tech really as impressive as the net thinks it is? http://t.co/Rbf23CNX #siri
Neutral,Next year is going to be really interesting in tech as @Google @Amazon @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH
Neutral,RT @rickholgate: Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral,Packed session on @Apple and @Google at #GartnerSYM. Indicator of today's mindshare?
Neutral,This!!!!!! RT @DennieB_15 ..... Um why No black people@Apple
Neutral,..... Um why No black people@Apple
Neutral,too many companies don't have @apple management-- 60 sec vid-http://bit.ly/pwLpgQ #entrepreneur #startup @scalecomputing #pioniq
Neutral,@apple please provide support for a Bangla keyboard in iOS. It would make the life of many Bengali iOS users easier! #iphone
Neutral,Hey @Apple - need more servers for Siri traffic?  I'm sure Google can help you out with that...
Neutral,I wish someone would gift me an unlocked iPhone 4s. #iPhone @Apple
Neutral,So apparently that's not the correct @apple
Neutral,I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!
Neutral,#opinion @Samsung need to be careful in @Apple patents issues - it looks a lot like you 'learned' a lot by making their chips!
Neutral,Now who can guarantee that @apple hd nothing 2 do with @Blackberry RIM server failure?!Days after over 4million iPhone 4S sold in 3days!?!
Neutral,RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon @Apple & @Kobo. @MikeShatzkin http://t.co/1 ...
Neutral,RT @bsdalton: @apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
Neutral,Ya hoo! @Apple sells 4 million iPhone 4S in 3 days http://t.co/rvdjSMMi (via @news360app) $AAPL
Neutral,@apple underplayed the power of the iPad via @mitchjoel &lt;yup #SOCAPac11
Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon
Neutral,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
Neutral,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
Neutral,Wow... @Apple sold 4 million iPhone 4S in a single weekend... http://t.co/WDLHZsza
Neutral,OH: Sales guy @BestBuy: I'm not selling or using any @apple products during my mourning period over Job's passing. hmmm..
Neutral,i wish my iPOD had a feature when it's on the dock to scroll the artist album and song title in huge font across it... @Apple
Neutral,@Apple main office is #nowplaying  A milli - Lil Wayne.
Neutral,@iphone4S  #IBM @apple iphone4s. Siri is not Watson @IBMWatson
Neutral,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
Neutral,RT @TravisDommert:Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to #innov...
Neutral,Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovation!  Eh @mark_newton?
Neutral,@apple @iphone sold more because its in more retail duhhhh. Also woz is correct people dont want tech answer just simple child like ones ok!
Neutral,Is at the @apple store waiting for a poorly iMac to be seen by a genius. Hopefully this will be painless. Not too bad in here.
Neutral,@iancollinsuk @Apple what's incredible is that people still buy into apple as world beater's.....not true anymore.
Neutral,@Apple very disappointed Hogwarts not choice on world clock on iPhone
Neutral,Great video @apple 1987 predicting tablets & a form of #siri at the end of this article RT @jedsinger: (cont) http://t.co/RDBeuCtt
Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5
Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5
Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/UxfA8Ukg  @apple #apple #iphome4S #ios5
Neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
Neutral,Great post on the upcoming Great Tech Wars of 2012! @amazon @apple @google @facebook http://t.co/OSeqhT7W via @cbillich
Neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @Apple
Neutral,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
Neutral,RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
Neutral,RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
Neutral,#BreakingNews @Gizmodo reports: @Apple #iPhone 4S sold over $4 million over the weekend! #TrueStory  http://t.co/BEj32s6a
Neutral,iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
Neutral,Video: SIRI also gets angry. http://t.co/ksX2XZoR  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/Ku288WX6  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/Xx1chZbN  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
Neutral,@bxlewi1 hey...do you know why @Apple hasn't added 4G support yet? Seems like an odd omission for such an advanced device.
Neutral,Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often right?
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/X1J8HNZu @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/6uYIZeAK @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/njTHOi2x @sony @apple #apple #iphone4S #cameras
Neutral,iPhone 4S 8MP camera : Its a SONY. http://t.co/BIqBEhTb @sony @apple #apple #iphone4S #cameras
Neutral,@Bestbuy or @Apple to purchase my imac iPad and printer? #StudentDiscounts?
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/ws7LINTS @apple #apple #iphone #siri
Neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/uecqHL6k @apple #apple #iphone #siri
Neutral,Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again any time I click the ball it acts like a left click. @Apple
Neutral,@apple So why is Siri only available on the iPhone 4S ?   - http://t.co/QZuNgyLW
Neutral,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
Neutral,Cool @apple / Steve Jobs infographic http://t.co/Prb5yx4X @MickH87 - timeline history
Neutral,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
Neutral,Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?
Neutral,Steve's last Design is apparently the @apple #apple #iPhone 5 | http://t.co/DIfQTmwm
Neutral,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
Neutral,A court in Sydney banned the sale of @Samsung 's Galaxy Tab in Australia over intellectual property infringement claims by @Apple  #IP_wars
Neutral,@Apple received 1m pre-orders in a single day for its new iPhone 4S #consumer_demand #steve_jobs
Neutral,@apple can you get your iphone to stop vibrating when you get a text?
Neutral,@Mommy_gaga  #Win an @Apple iPod Touch and get the @Pampers Hello World Baby Memories App! http://t.co/qEATNMpI #PampersHelloApps
Neutral,#Siri on @Apple #iPhone4S can allow unauthorized access to texts and emails even when the phone is locked!! http://t.co/0q5dLt22
Neutral,If you sign up for iClould will you also get iRain? @apple #icloud.
Neutral,@Apple Not Likely to Win Appstore Suit Case Against @Amazon http://t.co/GNcDGQsc
Neutral,Say no to 1000 things. What are you saying no to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation
Neutral,ok it is back @iphone @apple
Neutral,Cat accusing tiger for roaring  #Samsung on @Apple
Neutral,@apple and @nintendo need to partner up for the app store
Neutral,@apple stuck it to @amazon when it unveiled iCloud showing that the placement of 'i' before the name of even a failed effort yields success
Neutral,@nascarwriter right where I left it last week... #iphone4S #Apple @Apple  http://t.co/ksJh8BAS
Neutral,@paulbentleymelb @apple I think they call that profit-making 'genius'
Neutral,What's up with @apple stock going up after #SteveJobs death? #Apple #AppleStock
Neutral,@Apple needs to take down the Steve Jobs tribute and get back to promoting the brand - put the Cloud on the front page and start explaining
Neutral,This is better than *every* magazine having their own #app! @EatMagazine @Apple supports magazines. #Ipad upgrade adds Newsstand #app
Neutral,@twalve too busy having slappy hissy-fits with Samsung? @Apple
Neutral,Fregon el nuevo facebook para iPod/iPhone haha alomejor ya tiene rato pero yo lo acabo de actualizar @apple
Neutral,RT @MarcMonster: Siri keeps trying to send me to escort services....is that legal? @Apple
Neutral,Siri keeps trying to send me to escort services....is that legal? @Apple
Neutral,Watching iGenius on @Discovery. Based on first 13 minutes @Apple never should have gone public in 1980.
Neutral,Ok so it was a lion and not a leopard. Too much upgrading this weekend. @apple
Neutral,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
Neutral,@Apple's #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/zRBak7kL #PampersHelloApps
Neutral,hmm it seems i should have checked the identity of @apple first
Neutral,@apple out of respect I really do think  the Apple logo should be revised to the one you have no doubt seen http://t.co/xNKwgxme
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/en0iacwR #PampersHelloApps
Neutral,What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0
Neutral,@Apple do not buy an iPhone 4s that isn't in the store. THEY ARE NOT MADE YET AND DEFRAUDING YOU
Neutral,@Keke71 @blackberry @apple haha I know. So sad.
Neutral,@Apple needs to give me a contract deal i get them new customers all the time #teamiphone
Neutral,@HTC vs @Apple who winning
Neutral,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
Neutral,@Jhoodmartin @rolandsmartin yes salute to Steve Jobs and @apple. I'm tweeting and you are watching on the IPad. Let's go Schaub time to lead
Neutral,WOW DOGS!!@Apple w/Starr earlier - upstairs in the huge soho store and all of a sudden she sprung to attention... http://t.co/b2PLMYVD
Neutral,Digital X Worldwide | Today Is Steve Jobs Day In California @apple http://t.co/QSCHuMIN
Neutral,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
Neutral,Comparing the @apple & @BlackBerry apps/interfaces can anyone imagine how @BlackBerry could have done worse? #sadreally
Neutral,Waiting patiently for me at the @apple store. @Badog420 http://t.co/NaFaeXuh
Neutral,@fundingroadmap @apple also knowing that this is no ending http://t.co/q08cBcuE
Neutral,RT @Porter_Anderson: 3 principal global players will be active in every market...@Amazon @Apple & @Kobo. #fbf11 #publaunch @MikeShat ...
Neutral,@apple http://t.co/2YcsCG68 via @donorschoose
Neutral,I just told my @apple 4S she was a stupid bitch and her reply was if you insist #lol
Neutral,Why can't I check just Notes (without mail) on Lion for #iCloud like I do on the iOS devices @apple ?
Neutral,You need to ask #Siri her favorite color and the average speed of an unladen swallow. Seems Someone @apple is a Monty python fan
Neutral,3 principal global players will be active in every market...@Amazon @Apple & @Kobo. #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1
Neutral,If I was @Apple I'd publicly denounce and file suit against @Nuance. Then buy 'em on the cheap. #Siri
Neutral,@NoVaTyler I lost a lot that I paid for @apple @WordsWFriends etc! #nothappy oh well poop happens
Neutral,The folks at @apple are awesome! So glad I a #mactard
Neutral,Waiting at end of 20 person line after checking in on time for my genius bar appt. @apple store...I do not find this system genius #FAIL
Neutral,While the improvements in @Apple Mac OS 10.7 #Lion are great the full-screen implementation on 2 monitors is broken.
Neutral,@mcp111 @apple @AppStore Why are you asking us? Apple don't read messages on Twitter... and Apple aren't @Apple either
Neutral,@nansen @apple I have not heard of that. Hubby had no problems- I have not done it yet.
Neutral,RT @TerryStorch: With @twitter and @apple partnership would be great if SMS from 40404 to iOS devices would use imessage.
Neutral,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
Neutral,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
Neutral,@Apple why do you have such a beef with @Windows?  #cantwealljustgetalong
Neutral,He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
Neutral,Just made the switch from @BlackBerry  to @apple and never looking back! #bbwho?
Neutral,What's up #twitpeeps? How's every @apple user liking iOS 5?
Neutral,RT @42Hermy: @Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
Neutral,@Reddclay81 now that were done prasing @Apple 's #iOS5Everyone go subscribe to notsosuperpro! #shamlessselfpromotion
Neutral,on that @Apple shit hard change my twitter name to @_iFynest
Neutral,I want Siri on my iPhone4 ! @apple
Neutral,So @apple the new iMessage is great and all but is there a way to default to SMS when I'm not on wifi? I have limited data.
Neutral,Right. Migrate from older mbp to imac using ethernet not firewire. Thanks Drew for saving me some $. @apple http://t.co/IAHHaGXy
Neutral,Dear @apple yesterday you sucked. Today you're awesome! Thanks LP Apple store crash and burn mich ave store.
Neutral,@apple store #Towson waiting at Genius bar - huge crowd waiting for #iPhone 4s @michaelmark @nicolelil http://t.co/x92sweCh
Neutral,@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
Neutral,@reddclay81 Well then!P.S. Did you respond so fast because of @Apple 's #iOS5 ?
Neutral,@adityasood @apple @Quora I totally agree was talking w/friends about that yesterday. Siri Everywhere!
Neutral,How much do @Apples factories cost? | asymco http://t.co/GH0tvqMO
Neutral,@Apple hits @Samsung in court again - http://t.co/l6brF3yB
Neutral,@Mvm549 well if it told you what you did to it or how it happened it would be concrete evidence that @Apple is logging your life. :l
Neutral,U pick Camera&Iphone4s orCamera&Ipad2?????????????? @apple
Neutral,@Apple Y U NO LET ME PRE-ORDER IPHONE 4S?
Neutral,@Blogger loves @Apple iPhone. My blogpost finally done through iPhone apps.
Neutral,Can someone explain to me how the hell iMessage differs from a text message? @Apple #fb
Neutral,Can someone explain to me how the hell iMessage differs from a text message? @Apple
Neutral,@Apple feel free to accidently ship me a new iPhone 4s #nobigdeal
Neutral,@Apple  I asked Siri 'if she swallowed' she relied 'Lets see' - wtf do i do now? wank over my phone?
Neutral,#Win an @Apple iPod Touch from @Mommy_gaga get the @Pampers Hello World Baby Memories App! http://t.co/8MaDmqPc #PampersHelloApps
Neutral,@apple How much is the student discount on the MacBook Air in Canada? Your reps have said both $50 and $100. Which is it? Thanks! #laptop
Neutral,@apple @AppStore @ihelpline when r u going to provide the ability to password protect iPad email???
Neutral,has the new iOS5 changed the way the iPad charges? I've noticed I can charge from my laptop & iPhone charger now @toptweets @BBCClick @apple
Neutral,You know what would be awesome? If @QVC sold @apple iPads on easy pay. #yesplease
Neutral,Thanks @apple my girlfriend likes #siri more than me now.
Neutral,@Apple store dude i hear an accent where ru from? me no from ct but ur not 1st 2 tell me that dude maybe its... http://t.co/93Ztje8p
Neutral,SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator -- Posts on Twitter
Neutral,@CoLDSToRAGE Haven't had a chance to check out the #android overhaul but ebooks are likely a response to @apple newsstand baked into #iOS5
Neutral,@apple no Siri support for Canada sucks #Siri but loving the new iPhone upgrade from my 3GS #iphone4s
Neutral,Awesome documentary about how apple was created.. #stevejobs #apple @apple http://t.co/Qetk8ds2
Neutral,Oops! Apparently @apple is some handle-squatter. Tweetbarassment.
Neutral,This video brought a small tear to my eye http://t.co/3va2ninp. Watch to @SteveWoz opinion of #SteveJobs and @Apple
Neutral,this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
Neutral,MacBook Pros constrained new models appear in Apples inventory system @apple @macbookpro... http://t.co/blGr9Ue5
